11334 72.99774 -23.47102 60060.96291 24.27731 149 0.00123 1.59110 g -1
11423 71.18874 -24.15866 60060.96520 24.27731 149 0.00120 1.66464 g -1
11889 69.80679 -27.82373 60060.96749 24.27731 149 0.00118 1.69038 g -1
10868 74.37970 -19.92544 60060.96978 24.27731 149 0.00118 1.67455 g -1
11101 73.68872 -21.68732 60060.97208 24.27731 149 0.00117 1.69969 g -1
10779 76.18870 -19.25769 60060.97437 24.27731 149 0.00113 1.67972 g -1
10546 76.87967 -17.52208 60060.97666 24.27731 149 0.00113 1.71344 g -1
11567 72.30677 -25.27918 60060.97895 24.27731 149 0.00112 1.78627 g -1
10080 78.26162 -14.09823 60060.98124 24.27731 149 0.00112 1.78950 g -1
11978 67.99779 -28.53742 60060.98353 24.27731 149 0.00112 1.98914 g -1
9614 79.64358 -10.72508 60060.98583 24.27731 149 0.00110 1.87875 g -1
11012 75.49772 -21.01188 60060.98812 24.27731 149 0.00110 1.86830 g -1
10313 77.57065 -15.80291 60060.99041 24.27731 149 0.00110 1.92623 g -1
11656 70.49777 -25.97691 60060.99270 24.27731 149 0.00109 2.08920 g -1
10402 75.76165 -16.45778 60060.99499 24.27731 149 0.00109 2.09127 g -1
9847 78.95260 -12.40619 60060.99728 24.27731 149 0.00108 2.07622 g -1
11800 71.61579 -27.11471 60060.99958 24.27731 149 0.00108 2.13834 g -1
11245 74.80674 -22.78696 60061.00187 24.27731 149 0.00105 2.11418 g -1
9991 80.07062 -13.45052 60061.00416 24.27731 149 0.00101 2.12337 g -1
10224 79.37965 -15.15016 60061.00645 24.27731 149 0.00100 2.16221 g -1
10457 78.68867 -16.86357 60061.00874 24.27731 149 0.00098 2.20357 g -1
11711 73.42479 -26.41016 60061.01103 24.27731 149 0.00086 2.30649 g -1
10923 77.30672 -20.33949 60061.01333 24.27731 149 0.00085 2.29322 g -1
11067 78.42474 -21.42892 60061.01562 24.27731 149 0.00061 2.23739 g -1
10512 81.61569 -17.27024 60061.01791 24.27731 149 0.00056 2.21502 g -1
12164 84.44190 -30.04490 60061.02020 24.27731 149 0.00045 1.82021 g -1
12630 83.05995 -33.92911 60061.02249 24.27731 149 0.00044 1.85118 g -1
12952 80.55998 -36.71896 60061.02478 24.27731 149 0.00044 1.94816 g -1
